"GID_0","NAME_0","GID_1","NAME_1","population","year","IRS_use","ITN_use","prevalence","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","treatment"
"BEN","Benin","BEN.7_1","Kouffo",918218.641283035,2020,0,0.898187304033713,0.453124949171171,0.517100869766841,0.1879587313764,0.294940398856759,0.421939034616855
"BEN","Benin","BEN.8_1","Littoral",417938.481445312,2020,0,0.928423445358365,0.192451353492125,0.712480318115082,0.047151051136323,0.240368630748594,0.424592765222288
"BEN","Benin","BEN.9_1","Mono",580919.921424866,2020,0,0.932661191939804,0.392206921145904,0.446157918920638,0.139243244826531,0.414598836252832,0.418797861842419
"BEN","Benin","BEN.10_1","Ouémé",1290955.405159,2020,0,0.876754918630984,0.269129055524418,0.622519990281504,0.0633869108165695,0.314093098901926,0.41926219485085
"BEN","Benin","BEN.11_1","Plateau",793508.881062984,2020,0,0.797525495875454,0.316341633539572,0.508398009673753,0.189022485701447,0.3025795046248,0.397178999860453
"BEN","Benin","BEN.12_1","Zou",1071180.28944969,2020,0,0.903063421661149,0.378264442600945,0.633411096417824,0.151132710950151,0.215456192632025,0.423077477026697
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1917593.22289473,2020,0,0.700095945456938,0.210240524547713,0.649874097975591,0.307122192725391,0.0430037092990176,0.465411696690152
"BFA","Burkina Faso","BFA.2_1","Cascades",1141827.48630595,2020,0,0.654279200864715,0.222204771114216,0.537900323534759,0.265740876232539,0.196358800232702,0.465596064894971
"BFA","Burkina Faso","BFA.7_1","Centre",4193918.02395058,2020,0,0.585222023947188,0.0804464469580046,0.622698319831335,0.287295910142242,0.090005770026423,0.46665565081766
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1695088.53459144,2020,0,0.43538978753304,0.134023384751334,0.697197267118732,0.220797351122223,0.0820053817590457,0.464290529512254
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1741130.25023937,2020,0,0.539390255920886,0.175033765049743,0.940709438399465,0.0517488268411983,0.00754173475933656,0.466170510707659
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1709250.87162685,2020,0.000616715963042197,0.632808598039568,0.205569282734963,0.664301425631198,0.249783523411904,0.0859150509568985,0.466055993999423
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",884817.221496403,2020,9.47378018296557e-05,0.540792730691832,0.120587109703008,0.621992078203698,0.283129717514892,0.0948782042814098,0.464954031357896
"BFA","Burkina Faso","BFA.8_1","Est",2029901.50039211,2020,0,0.462767460024624,0.25795314197408,0.765832827413417,0.183145034373602,0.0510221382129802,0.464258007818057
"BFA","Burkina Faso","BFA.9_1","Haut-Bassins",2482419.46409488,2020,0,0.612212142532735,0.177991309790053,0.621197353570539,0.254818424482237,0.123984221947224,0.466553477865691
"BFA","Burkina Faso","BFA.10_1","Nord",1589882.22960258,2020,0,0.673584684491625,0.139922053678584,0.930305715456605,0.064163414952042,0.00553086959135314,0.466196597174959
"BFA","Burkina Faso","BFA.11_1","Plateau-Central",949344.602345943,2020,0,0.507014131778329,0.124880847786053,0.762552064228059,0.189107760354066,0.0483401754178746,0.466058386075967
"BFA","Burkina Faso","BFA.12_1","Sahel",1484485.04733276,2020,0,0.495785975374964,0.181232218877694,0.97106091366535,0.0258670156463884,0.00307207068826146,0.462971452514992
"BFA","Burkina Faso","BFA.13_1","Sud-Ouest",919117.296061516,2020,0.00030965019691491,0.449141801786349,0.399437006234463,0.568018559267172,0.212956367242733,0.219025073490095,0.46167610781481
"BWA","Botswana","BWA.1_1","Central",678419.842355939,2020,0.00116999735937723,0.000123096118512923,0.000424402159290381,0.99975340752738,0.000246592472620161,0,0.593750795763467
"BWA","Botswana","BWA.2_1","Chobe",27923.1693277955,2020,0.00351234771067405,0.00130863571545694,0.00219544241316782,0.942802795777549,0.0421257837969496,0.0150714204255017,0.558445761362769
"BWA","Botswana","BWA.3_1","Francistown",93926.5450258255,2020,0.000577555254700664,0,0.00115202565695472,0.98569449008889,0.00872549126778262,0.00558001864332698,0.598251278342464
"BWA","Botswana","BWA.5_1","Ghanzi",56072.6011243525,2020,0.00112921063449396,0,5.61132732843434e-05,1,0,0,0.593079924444462
"BWA","Botswana","BWA.7_1","Kgalagadi",58834.2834322781,2020,0.000629916666325564,0,1.96097066155837e-07,1,0,0,0.00568051010673612
"BWA","Botswana","BWA.8_1","Kgatleng",120061.595979929,2020,0.00110370384402072,0,6.64802511839752e-06,1,0,0,0.0365827892645285
"BWA","Botswana","BWA.9_1","Kweneng",393621.073723919,2020,0.00114390903599469,0,3.80012795278584e-07,1,0,0,0.00770665787181595
"BWA","Botswana","BWA.11_1","North-East",94741.5391814113,2020,0.000501225205832058,0.00184856407396282,0.00023303765333598,0.998554738116312,0.00144526188368839,0,0.57828981498576
"BWA","Botswana","BWA.12_1","North-West",181773.208374821,2020,0.00460622338453816,0,0.00203706758860553,0.987995779994348,0.0120042200056516,0,0.594462073205023
"BWA","Botswana","BWA.13_1","Selibe Phikwe",36329.5794887543,2020,0.000534637867335449,0,0.00140889475552246,1,0,0,0.597488508759055
"BWA","Botswana","BWA.16_1","Sowa",506.265210390091,2020,0.00128248520195484,0,0.00242954539135098,1,0,0,0.597578585147858
"CAF","Central African Republic","CAF.1_1","Bamingui-Bangoran",58678.4719968177,2020,0,0.501434557465591,0.189434625587717,0.565042841092114,0.180819506605377,0.25413765230251,0.216113626889539
"CAF","Central African Republic","CAF.2_1","Bangui",146927.762779236,2020,0,0.567417954899637,0.46104102143093,0.519892506139749,0.110812662100377,0.369294831759874,0.317873969757149
"CAF","Central African Republic","CAF.3_1","Basse-Kotto",345361.152771592,2020,0,0.586385667462377,0.5179337620079,0.244879987990768,0.218846134159746,0.536273877849486,0.220259011050714
"CAF","Central African Republic","CAF.4_1","Haut-Mbomou",79690.5768994717,2020,5.87323774163288e-08,0.509448481733407,0.41426341309571,0.683145810972393,0.139603335205801,0.177250853821805,0.214829260340687
"CAF","Central African Republic","CAF.5_1","Haute-Kotto",124567.468039475,2020,0,0.478956047879875,0.311081949545258,0.459301029873971,0.187538497469643,0.353160472656386,0.212143512150688
"CAF","Central African Republic","CAF.6_1","Kémo",162900.718165666,2020,0,0.555074455364043,0.419882533347952,0.467945793542356,0.161438265274227,0.370615941183417,0.219937035901508
"CAF","Central African Republic","CAF.7_1","Lobaye",347525.287003458,2020,0,0.534531005396815,0.440398104963648,0.181042657039827,0.0935832341181267,0.725374108842047,0.223733446493029
"CAF","Central African Republic","CAF.8_1","Mambéré-Kadéï",494116.07439357,2020,0,0.416100799025657,0.272969400400574,0.544423544440017,0.167757894034571,0.287818561525412,0.21818026642279
"CAF","Central African Republic","CAF.9_1","Mbomou",229457.272659168,2020,0,0.560128702770141,0.417649194174039,0.312669846470401,0.185929284998549,0.50140086853105,0.236661547288625
"CAF","Central African Republic","CAF.10_1","Nana-Grébizi",160048.356689289,2020,0,0.521149284563738,0.309107715178774,0.515021425256356,0.192338782862734,0.29263979188091,0.216995060614527
"CAF","Central African Republic","CAF.11_1","Nana-Mambéré",319693.367788434,2020,0,0.389220947151883,0.209546104831076,0.375540127221236,0.17667269977499,0.447787173003774,0.217776781178343
"CAF","Central African Republic","CAF.12_1","Ombella-M'Poko",1255958.42041899,2020,0,0.549450828342058,0.358985392340199,0.628403728727307,0.100480263114414,0.271116008158279,0.228161939066165
"CAF","Central African Republic","CAF.13_1","Ouaka",387252.052068386,2020,0,0.56062842111932,0.452192315423161,0.403989182705883,0.148153454282628,0.447857363011489,0.219772124604222
"CAF","Central African Republic","CAF.15_1","Ouham",504610.052842095,2020,0,0.516674071400325,0.204286379441686,0.641451659086906,0.183255120653757,0.175293220259337,0.217755869211814
"CAF","Central African Republic","CAF.14_1","Ouham-Pendé",596966.651167452,2020,0,0.479779737797062,0.144634849257739,0.697273447712582,0.168997679952861,0.133728872334557,0.216794640482033
"CAF","Central African Republic","CAF.16_1","Sangha-Mbaéré",145819.335921273,2020,0,0.416837564920424,0.272662908413624,0.032605480095673,0.142466333085306,0.824928186819021,0.219252999276797
"CAF","Central African Republic","CAF.17_1","Vakaga",70527.0472984351,2020,0,0.493959796784708,0.134741800153366,0.866826071234397,0.10387922814846,0.0292947006171431,0.215173877120048
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan",5320719.61833,2020,0,0.47726116221127,0.144238591424829,0.527343563288142,0.138545830032445,0.334110606679413,0.420814041259801
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra",2612926.83606046,2020,0,0.470772246804395,0.32524293794647,0.37270126889767,0.124081482202908,0.503217248899422,0.418449650664568
"CIV","Côte d'Ivoire","CIV.3_1","Comoé",1337091.50704354,2020,0,0.453487541546744,0.326909850030436,0.301982552350756,0.117820468646039,0.580196979003205,0.408013214896746
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé",340750.660208464,2020,0,0.541535238100366,0.206881843428897,0.660709981087361,0.238711487313697,0.100578531598942,0.41935145447178
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua",1897552.44021595,2020,0,0.491159861261351,0.347822508668047,0.403322540904492,0.144307701496491,0.452369757599017,0.420004839368909
"CIV","Côte d'Ivoire","CIV.6_1","Lacs",1475335.81143281,2020,0,0.483448270426601,0.480535844798588,0.376852099630371,0.139489099978615,0.483658800391014,0.419982415985792
"CIV","Côte d'Ivoire","CIV.7_1","Lagunes",1593427.90161908,2020,0,0.520427498128391,0.292918030281046,0.315257076352748,0.141971719620199,0.542771204027053,0.420053242468023
"CIV","Côte d'Ivoire","CIV.8_1","Montagnes",2845399.12388998,2020,0,0.52320532923523,0.322349294585376,0.177740465176604,0.118292390984363,0.703967143839033,0.419393069930126
"CIV","Côte d'Ivoire","CIV.9_1","Sassandra-Marahoué",2758881.02316824,2020,0,0.501899688673121,0.430851539036182,0.3087124936389,0.128056198417228,0.563231307943872,0.421612494747763
"CIV","Côte d'Ivoire","CIV.10_1","Savanes",1979843.46430986,2020,0,0.511530362354767,0.20782825590173,0.578876365195619,0.320448811764192,0.100674823040189,0.422095020518359
"CIV","Côte d'Ivoire","CIV.11_1","Vallée du Bandama",1586761.29020292,2020,0,0.461485787231172,0.676354925233627,0.488666916661696,0.151620821624457,0.359712261713847,0.422078820522154
"CIV","Côte d'Ivoire","CIV.12_1","Woroba",1022385.25611591,2020,0,0.562884212298773,0.51527262127636,0.508139257140421,0.150728453886685,0.341132288972894,0.421429423135988
"CIV","Côte d'Ivoire","CIV.13_1","Yamoussoukro",407654.85749054,2020,0,0.490449312568877,0.392656697922662,0.43430972165929,0.115831711209042,0.449858567131668,0.420201691720752
"CIV","Côte d'Ivoire","CIV.14_1","Zanzan",1053738.95028792,2020,0,0.362629583148137,0.336424698021415,0.423757455189703,0.173162066850966,0.403080477959331,0.416588759270729
"CMR","Cameroon","CMR.1_1","Adamaoua",1462516.20616876,2020,0,0.435798105889706,0.229196769451629,0.478515362339592,0.17880968600986,0.342674951650548,0.425755652709337
"CMR","Cameroon","CMR.2_1","Centre",5796141.10113943,2020,0,0.726292217350633,0.258844339067406,0.51316174135069,0.132418471992334,0.354419786656976,0.429290775213104
"CMR","Cameroon","CMR.3_1","Est",1082615.23963651,2020,0,0.417190461886965,0.339925004643732,0.270576129859312,0.139988278754552,0.589435591386136,0.421503709130633
"CMR","Cameroon","CMR.4_1","Extrême-Nord",4581952.51309633,2020,0,0.809223570842175,0.0722485211628852,0.828194553982963,0.142911756050969,0.0288936899660678,0.424339607963121
"CMR","Cameroon","CMR.5_1","Littoral",4401944.19512367,2020,0,0.616313066619129,0.217078530241724,0.801552893305622,0.0971307681919715,0.101316338502406,0.431674946779759
"CMR","Cameroon","CMR.7_1","Nord",3149637.76672721,2020,0,0.679303130901447,0.140883909144865,0.675975275705408,0.187200497537902,0.13682422675669,0.429330600581317
"CMR","Cameroon","CMR.6_1","Nord-Ouest",2362591.71381557,2020,0,0.518889490554062,0.21522256185118,0.447876132642914,0.218237577657527,0.333886289699558,0.423623891517876
"CMR","Cameroon","CMR.8_1","Ouest",2143254.47416441,2020,0,0.535040011091765,0.207218291137783,0.415815279183788,0.169956302558613,0.414228418257598,0.426932095343067
"CMR","Cameroon","CMR.10_1","Sud",978142.330746293,2020,0,0.615179034846739,0.42127347854189,0.111137318461598,0.0616696517996373,0.827193029738764,0.427338115143851
"CMR","Cameroon","CMR.9_1","Sud-Ouest",1976825.82714355,2020,0,0.547071195153673,0.25434420084038,0.476182756773043,0.178681246600222,0.345135996626735,0.421861717368008
"COD","Democratic Republic of the Congo","COD.1_1","Bas-Uélé",1504177.72680259,2020,0,0.568560496713017,0.53310456140495,0.0215152813817056,0.0991444379746206,0.879340280643674,0.388989430794558
"COD","Democratic Republic of the Congo","COD.2_1","Équateur",2401927.5322505,2020,0,0.58659610595299,0.292852286944185,0,0.0057209284829956,0.994279071517004,0.390063344596651
"COD","Democratic Republic of the Congo","COD.3_1","Haut-Katanga",10641214.1256626,2020,0.000410870514964176,0.634645455989625,0.221840238151654,0.283375105251012,0.153598447597273,0.563026447151715,0.390808210068264
"COD","Democratic Republic of the Congo","COD.4_1","Haut-Lomami",7963783.3226295,2020,0,0.551567986320368,0.333623343189262,0,0.129987783282745,0.870012216717255,0.393345517309746
"COD","Democratic Republic of the Congo","COD.5_1","Haut-Uélé",2121058.54320679,2020,0,0.571368042524629,0.46473231517213,0.21896380497713,0.112485623352306,0.668550571670564,0.390303669769768
"COD","Democratic Republic of the Congo","COD.6_1","Ituri",6124577.97262704,2020,0.000802486555614278,0.535676446129434,0.34540078210712,0.636394528144426,0.142630650808491,0.220974821047082,0.37090521499425
"COD","Democratic Republic of the Congo","COD.9_1","Kasaï",6294916.8923115,2020,0,0.594299082074331,0.286320863430796,0,0.00482744357951584,0.995172556420484,0.393331744420437
"COD","Democratic Republic of the Congo","COD.7_1","Kasaï-Central",7224007.80789364,2020,0,0.567176865210902,0.407491476596154,0,0.00306035226612087,0.996939647733879,0.393552297106452
"COD","Democratic Republic of the Congo","COD.8_1","Kasaï-Oriental",5691334.95814205,2020,0,0.601003258939309,0.179527456536166,0,0.0164012602000697,0.98359873979993,0.396307127273554
"COD","Democratic Republic of the Congo","COD.10_1","Kinshasa",7744968.89676908,2020,0,0.63757005519169,0.102664994404211,0,0.00793231408758634,0.992067685912414,0.396038690343074
"COD","Democratic Republic of the Congo","COD.11_1","Kongo-Central",3051539.83723738,2020,0,0.625935626282921,0.299022174521921,0,0.0107162066360835,0.989283793363916,0.394004817236686
"COD","Democratic Republic of the Congo","COD.12_1","Kwango",2339263.91523397,2020,0,0.53869347505613,0.367831266958622,0,0.00351672270017969,0.99648327729982,0.388574312150745
"COD","Democratic Republic of the Congo","COD.13_1","Kwilu",4483286.69928561,2020,0,0.618152055753931,0.301156675678121,0,0.0115743415821307,0.988425658417869,0.394520361858624
"COD","Democratic Republic of the Congo","COD.14_1","Lomami",4153251.31718428,2020,0,0.564065485683103,0.427830038196129,0,0.00965318681384056,0.990346813186159,0.39394310449188
"COD","Democratic Republic of the Congo","COD.15_1","Lualaba",4031956.54526436,2020,1.85607780050064e-05,0.59045595927908,0.448268425256965,0,0.101399738136255,0.898600261863745,0.391206929790697
"COD","Democratic Republic of the Congo","COD.16_1","Maï-Ndombe",1729372.26728179,2020,0,0.582346227054569,0.250117921754144,0,0.00354877933166565,0.996451220668334,0.386968800840531
"COD","Democratic Republic of the Congo","COD.17_1","Maniema",3067093.68237881,2020,0,0.576547649265245,0.253362084239334,0,0.0574732648433829,0.942526735156617,0.392022615216915
"COD","Democratic Republic of the Congo","COD.18_1","Mongala",2305257.50707994,2020,0,0.616204965812489,0.346027610117717,0,0.0217725991600029,0.978227400839997,0.392409037218973
"COD","Democratic Republic of the Congo","COD.19_1","Nord-Kivu",9263040.61430107,2020,3.96745118822342e-05,0.585535537395719,0.116065812814792,0.0939255556619906,0.225085712402785,0.680988731935224,0.282614624927094
"COD","Democratic Republic of the Congo","COD.20_1","Nord-Ubangi",1562700.31426629,2020,0,0.6126248336152,0.473725356806495,0.0126891457637107,0.0855807073951571,0.901730146841132,0.391621235918893
"COD","Democratic Republic of the Congo","COD.21_1","Sankuru",207501.060695836,2020,0,0.592689384824947,0.216832919569642,0,0.00392056271135192,0.996079437288648,0.389246662286484
"COD","Democratic Republic of the Congo","COD.22_1","Sud-Kivu",6241536.97192617,2020,0,0.282203461921462,0.0911230543810297,0.100146683452474,0.345662848553042,0.554190467994483,0.313298347764789
"COD","Democratic Republic of the Congo","COD.23_1","Sud-Ubangi",2979593.18870127,2020,0,0.602962135183236,0.426590074749318,0.00127277029233309,0.0300609687114103,0.968666260996257,0.393151756172153
"COD","Democratic Republic of the Congo","COD.24_1","Tanganyika",5549248.11921664,2020,0.000319594754609647,0.448203078266386,0.327149174449201,0.0316471796857108,0.12440190671892,0.843950913595369,0.390661097274086
"COD","Democratic Republic of the Congo","COD.25_1","Tshopo",3529078.3635198,2020,0,0.579455285610507,0.511565353353649,3.29406143715555e-06,0.0338110762833303,0.966185629655232,0.391154758638304
"COD","Democratic Republic of the Congo","COD.26_1","Tshuapa",1680003.62008668,2020,0,0.564719646490641,0.643778577613935,0,0.0671883656746073,0.932811634325393,0.389673532755823
"COG","Republic of Congo","COG.1_1","Bouenza",263804.992413551,2020,0,0.753142170782107,0.179999729854336,0,0.00497955913736127,0.995020440862639,0.526717228560156
"COG","Republic of Congo","COG.2_1","Brazzaville",749896.937470824,2020,0,0.72581948725851,0.145714822345633,0,0.0294493492436065,0.970550650756394,0.509711613844384
"COG","Republic of Congo","COG.4_1","Cuvette",175161.912606139,2020,0,0.645401921389855,0.28162403436558,0,0.00599618460889702,0.994003815391103,0.512587809323677
"COG","Republic of Congo","COG.3_1","Cuvette-Ouest",171221.895673335,2020,0,0.623350202422075,0.326005563567483,0,0.00697674312431318,0.993023256875687,0.51241569284586
"COG","Republic of Congo","COG.5_1","Kouilou",384726.247633576,2020,0,0.766311110671872,0.259482410810138,0,0.0108734780831006,0.989126521916899,0.529172953174564
"COG","Republic of Congo","COG.6_1","Lékoumou",161053.253066108,2020,0,0.724366008698275,0.25459468406227,0,0.00400695355698826,0.995993046443012,0.524319753457873
"COG","Republic of Congo","COG.7_1","Likouala",1133562.90449634,2020,0,0.66149813267545,0.4342602408898,0,0.019402642984864,0.980597357015136,0.513510215702794
"COG","Republic of Congo","COG.8_1","Niari",159031.968563914,2020,0,0.719630301762123,0.311891289702666,0,0.00584910833742133,0.994150891662579,0.522585338527899
"COG","Republic of Congo","COG.9_1","Plateaux",115785.726540573,2020,0,0.69899420945706,0.197971548673682,0,0.00791641617895408,0.992083583821046,0.523781922331295
"COG","Republic of Congo","COG.10_1","Pointe Noire",81588.1143188477,2020,0,0.776059750387877,0.174108323402746,0,0.0689476787701802,0.93105232122982,0.534208725379331
"COG","Republic of Congo","COG.11_1","Pool",567824.768673005,2020,0,0.749866825970974,0.226097512260771,0,0.00609172527842128,0.993908274721579,0.51750028643848
"COG","Republic of Congo","COG.12_1","Sangha",116103.296490014,2020,0,0.6190748138277,0.431548446936349,0.000617202597815076,0.0156570420557953,0.98372575534639,0.507143808991724
"CPV","Cape Verde","CPV.4_1","Mosteiros",4531.18744850159,2020,0,0,0.000209051609977575,NA,NA,NA,0
"CPV","Cape Verde","CPV.7_1","Praia",10048.3214950562,2020,0,0,0.00219404588704595,NA,NA,NA,0.612418990795464
"CPV","Cape Verde","CPV.8_1","Ribeira Brava",7117.91797232628,2020,0,0,0.000339529293008486,NA,NA,NA,0.466958711285517
"CPV","Cape Verde","CPV.10_1","Ribeira Grande de Santiago",15805.8667392731,2020,0,0,0.000814871482101903,NA,NA,NA,0.581759960450733
"CPV","Cape Verde","CPV.11_1","Sal",18198.2217531204,2020,0,0,0.000535831902365832,NA,NA,NA,0
"CPV","Cape Verde","CPV.12_1","Santa Catarina",46632.9284381866,2020,0,0,0.000534308058215313,NA,NA,NA,0
"CPV","Cape Verde","CPV.13_1","Santa Catarina do Fogo",18553.8283176422,2020,0,0,7.2819858557996e-05,NA,NA,NA,0.464762805276105
"CPV","Cape Verde","CPV.15_1","São Domingos",18884.1457290649,2020,0,0,5.23199634729488e-05,NA,NA,NA,0.0786884347596137
"CPV","Cape Verde","CPV.16_1","São Filipe",12440.9682207108,2020,0,0,0.000252831866841056,NA,NA,NA,0
"CPV","Cape Verde","CPV.18_1","São Miguel",2772.90680122375,2020,0,0,0.000405976887833574,NA,NA,NA,0
