"GID_0","NAME_0","GID_1","NAME_1","population","year","IRS_use","ITN_use","prevalence","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","treatment"
"AGO","Angola","AGO.1_1","Bengo",571992.995818958,2020,0,0.193991126591382,0.180021597476248,0.000248003979267312,0.199046010355241,0.800705985665491,0.457613208268087
"AGO","Angola","AGO.2_1","Benguela",1898506.28634067,2020,0,0.13761098542321,0.0794393740499229,0.418388894988584,0.163941263413214,0.417669841598202,0.455735478444914
"AGO","Angola","AGO.3_1","Bié",1074072.62457317,2020,0,0.0901367762272898,0.271710493841011,0.00725100028922831,0.142993407009593,0.849755592701178,0.452176735540409
"AGO","Angola","AGO.4_1","Cabinda",1276240.33848672,2020,0,0.262961038800465,0.232741408109413,0,0.0102230402834514,0.989776959716549,0.452652092490856
"AGO","Angola","AGO.5_1","Cuando Cubango",416765.693758786,2020,0.00175598565890482,0.112374982682505,0.328900197005257,0.913008951524313,0.0713473797079539,0.0156436687677327,0.450984131281024
"AGO","Angola","AGO.6_1","Cuanza Norte",354134.021233764,2020,0,0.137016261511779,0.278101794064313,0.00236835441374796,0.163174124146451,0.834457521439801,0.452725003727187
"AGO","Angola","AGO.7_1","Cuanza Sul",1872991.5323709,2020,0,0.109309616198744,0.161133213465182,0.00172257787471257,0.226691229628616,0.771586192496671,0.453837361526353
"AGO","Angola","AGO.8_1","Cunene",1196294.64580002,2020,0.000596388842628492,0.0929168842549343,0.0642974573504775,0.983638179478339,0.0163535270501118,8.29347154948703e-06,0.452895381281131
"AGO","Angola","AGO.9_1","Huambo",1685097.74846813,2020,0,0.0746315724685703,0.0421067513018161,0.0084812670286774,0.183805080289532,0.807713652681791,0.452736714321299
"AGO","Angola","AGO.10_1","Huíla",3197976.79398739,2020,0,0.0714970403872437,0.0464078425693484,0.571982761558555,0.316126614014942,0.111890624426504,0.451926211485343
"AGO","Angola","AGO.11_1","Luanda",15986938.9050913,2020,0,0.196867303847612,0.134327300209476,0.039128791055795,0.0572608735352498,0.903610335408955,0.45249128555855
"AGO","Angola","AGO.12_1","Lunda Norte",880753.466701776,2020,0,0.132052063548848,0.242868105218789,0,0.00652842219728419,0.993471577802716,0.45262366556495
"AGO","Angola","AGO.13_1","Lunda Sul",514518.317150518,2020,0,0.118338245066204,0.18894000421819,0,0.00901009141235095,0.990989908587649,0.451862960717814
"AGO","Angola","AGO.14_1","Malanje",952502.838153318,2020,0,0.129600555515643,0.235654843867898,0,0.00916482717762341,0.990835172822377,0.452029501222477
"AGO","Angola","AGO.15_1","Moxico",1196268.10851001,2020,5.15098517098753e-05,0.142392586055659,0.263637061153716,0.0746990408902308,0.0843938871748412,0.840907071934928,0.450394877055945
"AGO","Angola","AGO.16_1","Namibe",625219.82345067,2020,5.38625761242425e-05,0.110881674256967,0.0421767618756168,0.949678486352609,0.0499742993921638,0.00034721425522731,0.348566758083151
"AGO","Angola","AGO.17_1","Uíge",914176.81226939,2020,0,0.124817322104002,0.329382859483731,0,0.0226298068502619,0.977370193149738,0.450811198355698
"AGO","Angola","AGO.18_1","Zaire",742624.058683652,2020,0,0.207252938561683,0.290716126649541,0,0.059438331153909,0.940561668846091,0.453263357805218
"BDI","Burundi","BDI.1_1","Bubanza",431595.252632141,2020,0,0.107103009371165,0.0661469968429038,0.271198145954768,0.221982151455986,0.506819702589246,0.423455294816945
"BDI","Burundi","BDI.2_1","Bujumbura Mairie",693823.889190674,2020,0,0.127570808522323,0.0515537120520004,0.764127573131057,0.110174839472943,0.125697587396,0.459707094514532
"BDI","Burundi","BDI.3_1","Bujumbura Rural",973581.486125231,2020,0,0.0853604909060365,0.0515730267669596,0.155202690018418,0.228179151962054,0.616618158019528,0.375354948809697
"BDI","Burundi","BDI.4_1","Bururi",864209.372436523,2020,0.00107728727834641,0.147947624444597,0.0603628142086432,0.0051043552646004,0.411917325585247,0.582978319150152,0.270907328445258
"BDI","Burundi","BDI.5_1","Cankuzo",318655.062599182,2020,0.057052206953552,0.235878973377282,0.23790632951357,0.111545142189673,0.262820135632207,0.62563472217812,0.427312967757641
"BDI","Burundi","BDI.6_1","Cibitoke",580085.978492737,2020,0,0.143635066100784,0.0982324269540669,0.140883952980841,0.412968830076888,0.446147216942271,0.430423630235434
"BDI","Burundi","BDI.7_1","Gitega",871409.220153809,2020,0.0561817345604978,0.105034397679142,0.126319609746281,0.323474968431101,0.282403745132189,0.39412128643671,0.393570507228493
"BDI","Burundi","BDI.8_1","Karuzi",546755.905395508,2020,0.0553661458168619,0.159879181669927,0.229542863845267,0.127881196008486,0.162793725679352,0.709325078312163,0.45187146364352
"BDI","Burundi","BDI.9_1","Kayanza",849129.095748901,2020,0.00430065773932059,0.101515455979856,0.108585035349162,0.122211064726593,0.272343787073619,0.605445148199788,0.440307746363002
"BDI","Burundi","BDI.10_1","Kirundo",837948.444884062,2020,0.00353176120347654,0.352843057520299,0.211099374801631,0.246020364276109,0.238193550809248,0.515786084914643,0.455694070082239
"BDI","Burundi","BDI.11_1","Makamba",574620.928910971,2020,0,0.297625175457883,0.141757125282534,0.183652581590448,0.13663323252526,0.679714185884293,0.433035971350382
"BDI","Burundi","BDI.12_1","Muramvya",367191.791351318,2020,0.00410000047966571,0.0662747480854146,0.0763736265266676,0,0.653724711936889,0.346275288063111,0.354954367077294
"BDI","Burundi","BDI.13_1","Muyinga",985813.936279297,2020,0.0627001759343282,0.294390092307592,0.199883863033934,0.0830839179677095,0.48310118021665,0.43381490181564,0.41975122452578
"BDI","Burundi","BDI.14_1","Mwaro",346771.824813843,2020,0.00239464267074053,0.0646581784807552,0.0512711113388494,0.0218816678623439,0.529447558941044,0.448670773196612,0.202605904331975
"BDI","Burundi","BDI.15_1","Ngozi",820155.810089111,2020,0.0592958108428051,0.168631351273711,0.173013411802935,0.0232915784710269,0.126029565726896,0.850678855802077,0.444127492092846
"BDI","Burundi","BDI.16_1","Rutana",536408.63520813,2020,0.0592236088423844,0.218204391277459,0.170230799939173,0.509135540154234,0.189290926965322,0.301573532880445,0.429345021169487
"BDI","Burundi","BDI.17_1","Ruyigi",608158.012638092,2020,0.00105222859823374,0.222124907794719,0.225794837131958,0.344175483336922,0.191600197637416,0.464224319025662,0.448333209406592
"BEN","Benin","BEN.1_1","Alibori",1197983.46787262,2020,0.226337576053777,0.814670566554437,0.339296462764918,0.622940793893214,0.186869597348825,0.190189608757962,0.416553424692414
"BEN","Benin","BEN.2_1","Atakora",1035398.63365936,2020,0.123802550794825,0.711126915921659,0.494118984324135,0.560384874666799,0.215208827644771,0.22440629768843,0.422693480149793
"BEN","Benin","BEN.3_1","Atlantique",2058978.81917858,2020,0,0.935829247606964,0.32059582672412,0.573664858261722,0.0743004389276018,0.352034702810676,0.422200548606159
"BEN","Benin","BEN.4_1","Borgou",1683825.45304012,2020,0.000877123651567104,0.780102385231983,0.390204637870569,0.431471444083709,0.19945857848316,0.369069977433131,0.417602670001841
"BEN","Benin","BEN.5_1","Collines",860192.522418022,2020,0,0.844818981770201,0.443500852132582,0.59478830593577,0.104923349247858,0.300288344816371,0.419710176248111
"BEN","Benin","BEN.6_1","Donga",709088.468332291,2020,0.309778597219975,0.810031925413961,0.483302668527365,0.539046053146862,0.201585036575584,0.259368910277554,0.422470291171392
